age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
50,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin.,married,high.school,no,yes,no,cellular,nov,tue,92,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
28,admin.,single,high.school,no,no,yes,cellular,jul,wed,437,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,149,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
36,technician,married,university.degree,no,no,yes,cellular,aug,wed,62,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,admin.,married,professional.course,no,no,no,telephone,may,fri,284,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,self-employed,divorced,university.degree,no,no,no,cellular,aug,thu,90,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
42,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
46,management,married,basic.9y,no,yes,yes,telephone,may,tue,415,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,services,married,high.school,unknown,no,yes,telephone,jun,tue,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,50,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,232,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,blue-collar,single,basic.9y,no,no,no,telephone,jul,tue,346,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,university.degree,no,yes,no,cellular,may,tue,104,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,student,single,high.school,no,yes,no,cellular,sep,wed,201,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,no
39,entrepreneur,divorced,basic.4y,no,yes,yes,cellular,jul,wed,1317,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,entrepreneur,married,university.degree,no,yes,no,telephone,may,wed,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
55,retired,married,high.school,no,no,yes,cellular,nov,thu,26,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
36,management,married,basic.6y,no,yes,yes,cellular,aug,thu,354,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
58,services,married,basic.4y,no,no,no,telephone,jun,thu,322,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
71,blue-collar,divorced,basic.4y,unknown,no,no,cellular,aug,thu,224,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,no
26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,126,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,740,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,aug,tue,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,unemployed,single,high.school,no,yes,no,cellular,dec,fri,170,4,6,1,success,-3,92.713,-33,0.71,5023.5,yes
29,admin.,single,basic.9y,no,no,no,cellular,may,mon,177,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
39,admin.,married,high.school,unknown,yes,no,telephone,may,wed,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47,services,married,high.school,no,yes,no,cellular,aug,mon,140,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
38,blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,192,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
40,technician,married,basic.9y,unknown,yes,no,telephone,jun,thu,245,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
52,technician,married,high.school,no,no,yes,cellular,aug,wed,109,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,379,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,services,married,high.school,no,no,no,cellular,aug,mon,115,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,management,married,university.degree,no,no,no,cellular,jul,wed,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,married,high.school,unknown,yes,no,telephone,may,thu,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
54,services,single,basic.6y,unknown,yes,no,cellular,may,fri,250,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
31,admin.,single,university.degree,no,no,yes,telephone,mar,mon,39,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,no
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,71,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,blue-collar,single,basic.4y,unknown,no,no,cellular,apr,wed,158,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
22,services,single,high.school,no,yes,no,cellular,apr,mon,224,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28,student,single,high.school,unknown,yes,no,telephone,jun,mon,131,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,37,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,admin.,single,university.degree,no,no,no,cellular,aug,wed,127,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,111,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,married,university.degree,no,yes,no,telephone,may,fri,101,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,340,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
45,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,1597,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
57,retired,divorced,university.degree,unknown,no,no,cellular,aug,thu,327,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31,technician,single,university.degree,unknown,yes,yes,telephone,may,mon,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
35,services,married,basic.6y,no,yes,no,telephone,may,thu,473,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
30,management,married,university.degree,no,yes,no,telephone,may,fri,28,18,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25,blue-collar,single,basic.9y,no,no,no,cellular,sep,mon,92,1,999,2,failure,-3.4,92.379,-29.8,0.797,5017.5,no
31,admin.,single,university.degree,no,yes,yes,telephone,jun,fri,282,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
43,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,1806,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,867,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
50,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,225,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,student,married,high.school,no,no,no,cellular,apr,thu,567,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
33,admin.,single,high.school,unknown,yes,no,cellular,may,thu,175,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
39,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,144,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,95,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
29,admin.,married,university.degree,no,no,yes,telephone,jun,fri,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
46,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,314,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,admin.,married,high.school,no,no,no,telephone,jul,mon,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
46,admin.,married,basic.9y,unknown,no,no,cellular,may,tue,349,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
43,admin.,married,high.school,no,yes,no,cellular,jul,mon,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,admin.,divorced,high.school,no,no,no,cellular,jul,mon,21,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
25,services,single,high.school,no,yes,no,cellular,oct,thu,287,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,no
33,technician,single,university.degree,no,yes,yes,cellular,jun,wed,203,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
28,self-employed,single,university.degree,no,yes,no,cellular,mar,fri,41,1,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1,no
30,technician,married,professional.course,no,yes,no,telephone,jul,thu,501,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
33,technician,single,high.school,no,yes,no,cellular,jul,fri,1422,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
31,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,465,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,admin.,married,university.degree,no,no,no,telephone,jun,fri,18,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,288,2,3,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
22,student,single,high.school,no,no,yes,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,technician,married,professional.course,no,yes,no,cellular,nov,mon,70,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,128,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
50,services,divorced,professional.course,no,no,no,telephone,may,mon,680,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,married,university.degree,no,yes,yes,cellular,may,tue,552,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no
56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,316,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
88,retired,divorced,basic.4y,no,yes,no,cellular,may,wed,128,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
33,technician,single,professional.course,no,yes,yes,telephone,may,mon,469,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,retired,married,basic.9y,no,no,no,telephone,apr,thu,67,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
32,technician,married,professional.course,no,no,no,cellular,may,wed,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
55,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
41,management,divorced,basic.9y,no,yes,yes,telephone,may,mon,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,technician,married,professional.course,no,yes,no,cellular,aug,fri,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
21,student,single,unknown,no,no,no,telephone,sep,tue,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,no
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,239,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
45,admin.,married,basic.6y,no,yes,no,telephone,may,tue,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin.,single,high.school,no,yes,no,cellular,apr,fri,183,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
56,management,married,university.degree,unknown,yes,yes,cellular,may,fri,302,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
24,student,single,high.school,no,yes,no,cellular,may,tue,113,2,999,2,failure,-1.8,93.876,-40,0.682,5008.7,no
38,technician,single,professional.course,no,no,no,cellular,may,mon,170,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
43,services,married,high.school,no,no,no,cellular,jul,thu,345,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,583,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
27,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,135,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
31,services,divorced,high.school,unknown,no,no,cellular,may,thu,124,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
39,services,married,high.school,unknown,yes,no,telephone,may,tue,399,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,29,6,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
43,admin.,divorced,basic.9y,no,unknown,unknown,telephone,may,tue,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,single,high.school,no,no,no,cellular,may,wed,102,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
56,admin.,married,university.degree,no,yes,no,cellular,jul,fri,177,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
24,services,single,high.school,unknown,yes,no,cellular,may,thu,689,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
43,unemployed,married,professional.course,no,no,no,telephone,jun,fri,38,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
26,technician,single,university.degree,no,no,no,cellular,sep,fri,374,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
44,services,married,high.school,no,no,no,cellular,may,fri,263,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,107,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
36,admin.,divorced,high.school,no,no,no,cellular,jul,wed,1960,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
37,housemaid,married,university.degree,unknown,no,yes,cellular,aug,mon,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,blue-collar,married,high.school,no,no,no,telephone,may,wed,80,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,services,married,professional.course,unknown,no,no,telephone,jun,thu,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
51,services,married,high.school,no,yes,no,cellular,aug,fri,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,technician,divorced,basic.6y,no,yes,no,cellular,jul,tue,716,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
28,admin.,single,high.school,no,no,no,telephone,may,mon,197,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
26,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,236,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,technician,single,professional.course,no,yes,no,cellular,aug,tue,164,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,admin.,married,high.school,no,yes,yes,cellular,nov,mon,58,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
36,services,married,high.school,unknown,yes,no,telephone,jun,tue,120,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,497,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,entrepreneur,married,basic.9y,unknown,yes,yes,cellular,may,thu,158,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
34,admin.,single,high.school,no,yes,no,cellular,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin.,married,university.degree,no,no,no,cellular,nov,mon,62,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
46,admin.,single,university.degree,no,no,no,cellular,jul,fri,142,10,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
32,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,131,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no
59,retired,married,unknown,no,no,no,cellular,aug,wed,385,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,yes
35,technician,married,university.degree,no,no,no,cellular,aug,tue,241,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,services,married,high.school,no,no,no,telephone,jun,tue,200,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
61,technician,married,professional.course,no,no,no,cellular,oct,thu,106,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes
35,unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
48,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,654,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,826,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,513,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,207,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,200,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
41,technician,married,unknown,no,no,no,cellular,jul,mon,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,blue-collar,single,professional.course,no,yes,no,cellular,apr,thu,652,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
37,admin.,single,high.school,no,yes,no,cellular,jul,tue,205,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,technician,married,professional.course,no,yes,no,cellular,aug,fri,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
45,management,married,university.degree,no,yes,yes,cellular,may,thu,265,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
36,blue-collar,single,basic.9y,no,yes,no,telephone,may,mon,239,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,services,married,professional.course,no,no,no,telephone,jun,tue,75,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,190,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,technician,single,professional.course,no,no,no,cellular,may,mon,686,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
54,retired,married,professional.course,no,no,yes,cellular,jul,fri,39,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,172,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
31,services,single,high.school,no,yes,no,telephone,may,tue,24,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,technician,married,basic.9y,no,yes,no,cellular,may,fri,54,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,self-employed,married,basic.9y,unknown,no,no,cellular,jul,fri,571,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,mon,555,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
45,entrepreneur,married,university.degree,unknown,yes,yes,cellular,aug,mon,38,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,blue-collar,married,unknown,unknown,yes,yes,telephone,may,wed,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
27,student,single,basic.9y,no,no,no,cellular,jul,fri,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,services,single,basic.6y,no,no,no,cellular,nov,thu,107,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
46,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,married,high.school,unknown,no,no,telephone,may,mon,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,housemaid,married,basic.4y,no,yes,yes,cellular,may,fri,340,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
52,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,585,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
27,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,mon,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,287,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,tue,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,263,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
51,management,married,university.degree,no,yes,no,telephone,jun,fri,236,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
28,blue-collar,single,high.school,no,yes,yes,telephone,jun,wed,148,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,admin.,single,unknown,no,no,yes,telephone,may,fri,219,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,fri,19,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,technician,single,high.school,no,no,no,cellular,aug,wed,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,admin.,married,basic.4y,no,no,no,telephone,may,mon,222,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
82,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,529,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,yes
34,blue-collar,single,high.school,no,no,no,cellular,may,wed,103,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34,technician,single,professional.course,no,yes,no,cellular,mar,fri,227,1,999,0,nonexistent,-1.8,92.843,-50,1.726,5099.1,yes
26,admin.,single,high.school,no,no,no,telephone,jun,wed,203,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,services,single,basic.9y,no,no,no,telephone,may,mon,730,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,married,professional.course,no,no,no,cellular,jul,wed,782,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,284,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
60,retired,married,basic.6y,no,no,no,cellular,aug,mon,79,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
36,services,married,high.school,no,unknown,unknown,telephone,may,tue,271,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin.,married,basic.9y,no,yes,no,cellular,may,fri,152,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
28,admin.,single,university.degree,no,no,no,cellular,may,mon,55,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
37,management,married,basic.9y,no,no,no,telephone,may,thu,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
39,technician,single,professional.course,no,no,yes,cellular,jul,mon,452,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,405,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,unemployed,single,university.degree,no,no,yes,telephone,may,wed,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,120,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
39,technician,married,professional.course,no,no,yes,cellular,jul,tue,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,single,high.school,no,no,yes,telephone,may,fri,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,management,married,university.degree,no,no,no,cellular,apr,wed,353,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
29,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,89,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,technician,single,high.school,no,no,no,cellular,apr,fri,161,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29,technician,single,high.school,no,no,no,telephone,may,mon,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
71,retired,married,basic.4y,no,yes,no,cellular,oct,thu,137,1,999,1,failure,-3.4,92.431,-26.9,0.754,5017.5,yes
37,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,327,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
43,admin.,divorced,high.school,no,yes,no,telephone,may,mon,150,8,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
56,technician,divorced,basic.9y,no,yes,no,telephone,jun,fri,39,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
